benchmark,section,cohort_model_path,cell,model,primitive,budget_tokens,depth,task,condition,run,summary_condition,trajectory,resolved_dir,source_status,exit_status,banners,headers,max_step,api_calls,token_log_steps,compression_events,log_errors,traj_errors,agent_failures,summary_failures_raw,summary_failures_confirmed,summary_failures_uncorroborated,tail_errors,tail_unresolved,unexplained_steps,fake_headers,fake_errors,interleaved_headers,decode_errors,log_time_delta_s,consistent,monotonic,single_process,structure_ok,log_time_ok,verdict,prior_rerun_reason,prior_classification
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,scikit-learn__scikit-learn-13124,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-13124/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-13124/truncation/run_3,exact,,1,51,55,40,36,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0.0,False,True,True,True,True,inconsistent,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,scikit-learn__scikit-learn-13142,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-13142/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-13142/truncation/run_3,exact,Submitted,1,107,119,119,119,4,0,0,0,0,0,0,0,0,12,0,0,0,0,-0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,scikit-learn__scikit-learn-14053,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-14053/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-14053/truncation/run_3,exact,,1,97,86,86,85,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,scikit-learn__scikit-learn-14087,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-14087/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-14087/truncation/run_3,exact,,1,36,41,31,27,1,5,2,5,0,0,0,0,0,0,0,0,0,0,0.0,False,True,True,True,True,inconsistent,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,scikit-learn__scikit-learn-14629,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-14629/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-14629/truncation/run_3,exact,LimitsExceeded,1,125,125,125,124,5,1,0,1,0,0,0,0,0,0,1,0,0,0,-0.0,True,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,scikit-learn__scikit-learn-14710,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-14710/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-14710/truncation/run_3,exact,LimitsExceeded,1,156,125,125,125,7,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,scikit-learn__scikit-learn-14894,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-14894/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-14894/truncation/run_3,exact,,1,43,46,46,44,2,1,0,1,0,0,0,0,0,2,0,1,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,scikit-learn__scikit-learn-25102,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-25102/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-25102/truncation/run_3,exact,LimitsExceeded,1,125,125,125,124,9,1,0,1,0,0,0,0,0,11,2,0,2,0,0.0,True,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,scikit-learn__scikit-learn-25232,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-25232/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-25232/truncation/run_3,exact,Submitted,1,101,95,95,94,3,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,scikit-learn__scikit-learn-25931,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-25931/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-25931/truncation/run_3,exact,,1,113,94,93,92,6,3,0,2,1,0,1,0,0,17,0,1,0,0,3.7,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,scikit-learn__scikit-learn-25973,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-25973/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-25973/truncation/run_3,exact,,1,100,114,91,86,6,5,2,5,0,0,0,0,0,9,0,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,scikit-learn__scikit-learn-9288,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-9288/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-9288/truncation/run_3,exact,LimitsExceeded,1,157,125,125,123,9,1,0,1,0,0,0,0,0,17,1,2,2,1,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-12419,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-12419/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-12419/truncation/run_3,exact,,1,92,90,90,90,5,0,0,0,0,0,0,0,0,13,4,1,4,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-12489,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-12489/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-12489/truncation/run_3,exact,,1,104,122,122,120,5,4,0,2,2,0,2,0,0,34,5,0,5,1,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-13372,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-13372/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-13372/truncation/run_3,exact,Submitted,1,52,67,47,47,1,1,0,1,0,0,0,0,0,14,0,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-13798,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-13798/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-13798/truncation/run_3,exact,Submitted,1,82,64,49,48,3,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-13878,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-13878/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-13878/truncation/run_3,exact,,1,151,125,111,110,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-14248,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-14248/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-14248/truncation/run_3,exact,,1,118,121,121,120,5,3,0,3,0,0,0,0,0,7,1,0,1,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-15349,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-15349/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-15349/truncation/run_3,exact,Submitted,1,38,43,43,41,2,1,1,1,0,0,0,0,0,4,1,1,0,0,-0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-15875,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-15875/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-15875/truncation/run_3,exact,Submitted,1,39,51,38,37,2,1,1,1,0,0,0,0,0,37,8,1,7,1,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-17318,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-17318/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-17318/truncation/run_3,exact,Submitted,1,35,43,33,33,1,0,0,0,0,0,0,0,0,8,0,0,0,0,-0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-18199,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-18199/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-18199/truncation/run_3,exact,Submitted,1,32,36,27,26,1,1,1,1,0,0,0,0,0,3,1,0,1,0,-0.0,False,True,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-18211,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-18211/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-18211/truncation/run_3,exact,Submitted,1,64,60,42,41,1,2,1,2,0,0,0,0,0,0,1,0,1,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-19040,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-19040/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-19040/truncation/run_3,exact,,1,55,55,57,52,3,5,4,3,2,0,2,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-20438,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-20438/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-20438/truncation/run_3,exact,,1,61,87,87,82,4,9,3,9,0,0,0,0,0,18,1,1,0,1,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-20916,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-20916/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-20916/truncation/run_3,exact,,1,72,74,74,73,4,3,0,3,0,0,0,0,0,3,3,2,2,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-22456,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-22456/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-22456/truncation/run_3,exact,,1,64,58,59,53,1,6,5,5,1,0,1,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,sympy__sympy-24661,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-24661/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/sympy__sympy-24661/truncation/run_3,exact,Submitted,1,69,72,72,71,3,2,1,2,0,0,0,0,0,6,3,0,3,1,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,django__django-11477,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-11477/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-11477/truncation/run_3,exact,,1,105,125,105,104,3,1,1,1,0,0,0,0,0,19,0,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,django__django-11734,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-11734/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-11734/truncation/run_3,exact,LimitsExceeded,1,124,125,125,125,6,1,0,0,1,0,1,0,0,28,3,0,3,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,django__django-12276,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-12276/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-12276/truncation/run_3,exact,,1,78,81,81,78,2,3,3,3,0,0,0,0,0,0,1,0,0,2,0.0,True,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,django__django-12325,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-12325/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-12325/truncation/run_3,exact,,1,98,101,101,100,3,1,0,1,0,0,0,0,0,7,7,0,7,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,django__django-13809,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-13809/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-13809/truncation/run_3,exact,Submitted,1,37,37,22,21,0,1,1,1,0,0,0,0,0,0,0,1,0,0,-0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,django__django-13810,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-13810/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-13810/truncation/run_3,exact,,1,75,89,46,45,1,1,0,1,0,0,0,0,0,13,0,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,django__django-14351,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-14351/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-14351/truncation/run_3,exact,,1,65,103,62,60,2,2,0,2,0,0,0,0,0,36,1,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,django__django-14725,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-14725/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-14725/truncation/run_3,exact,,1,77,115,64,63,4,1,0,1,0,0,0,0,0,37,0,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,django__django-15098,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-15098/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-15098/truncation/run_3,exact,,1,56,67,55,52,2,3,2,3,0,0,0,0,0,8,0,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,django__django-15368,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-15368/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-15368/truncation/run_3,exact,Submitted,1,66,52,47,47,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,django__django-15525,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-15525/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-15525/truncation/run_3,exact,,1,52,57,31,29,1,2,1,2,0,0,0,0,0,3,0,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,django__django-15741,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-15741/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-15741/truncation/run_3,exact,,1,118,113,113,113,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,django__django-15930,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-15930/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-15930/truncation/run_3,exact,,1,80,74,74,71,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,django__django-15957,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-15957/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/django__django-15957/truncation/run_3,exact,,1,58,69,56,56,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,scikit-learn__scikit-learn-10844,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/scikit-learn__scikit-learn-10844/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/scikit-learn__scikit-learn-10844/truncation/run_3,exact,Submitted,1,28,32,17,16,0,1,1,1,0,0,0,0,0,3,1,0,1,0,0.0,False,True,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,scikit-learn__scikit-learn-12585,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/scikit-learn__scikit-learn-12585/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/scikit-learn__scikit-learn-12585/truncation/run_3,exact,Submitted,1,47,51,30,29,0,1,1,1,0,0,0,0,0,3,0,0,0,0,-0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,scikit-learn__scikit-learn-13124,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/scikit-learn__scikit-learn-13124/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/scikit-learn__scikit-learn-13124/truncation/run_3,exact,,1,54,65,26,24,1,2,1,2,0,0,0,0,0,9,0,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,scikit-learn__scikit-learn-14087,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/scikit-learn__scikit-learn-14087/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/scikit-learn__scikit-learn-14087/truncation/run_3,exact,,1,42,49,18,14,0,5,4,5,0,0,0,0,0,2,1,0,1,0,0.0,False,True,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,scikit-learn__scikit-learn-14894,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/scikit-learn__scikit-learn-14894/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/scikit-learn__scikit-learn-14894/truncation/run_3,exact,Submitted,1,35,47,27,27,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,scikit-learn__scikit-learn-25973,truncation,run_2,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/scikit-learn__scikit-learn-25973/truncation/run_2/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/scikit-learn__scikit-learn-25973/truncation/run_2,exact,,1,113,119,118,113,4,6,3,6,0,0,0,0,0,0,0,0,0,0,0.0,False,True,True,True,True,inconsistent,,
