cell	key	task	condition	run	started_at_CDT	source_run_dir	source_job_dir
d05__b3k__su-partial	download-youtube__summarization-partial__r2	download-youtube	summarization-partial	2	2026-09-05T20:08:34.999518-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/download-youtube/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	eval-mteb__summarization-partial__r2	eval-mteb	summarization-partial	2	2026-09-05T19:21:04.359231-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/eval-mteb/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	eval-mteb.hard__summarization-partial__r2	eval-mteb.hard	summarization-partial	2	2026-09-05T23:17:00.120559-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/eval-mteb.hard/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	extract-moves-from-video__summarization-partial__r2	extract-moves-from-video	summarization-partial	2	2026-09-05T19:42:53.480341-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/extract-moves-from-video/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	fibonacci-server__summarization-partial__r2	fibonacci-server	summarization-partial	2	2026-09-05T19:17:56.866208-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/fibonacci-server/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	fix-git__summarization-partial__r2	fix-git	summarization-partial	2	2026-09-05T19:55:42.821853-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/fix-git/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	fix-pandas-version__summarization-partial__r2	fix-pandas-version	summarization-partial	2	2026-09-05T19:24:30.689620-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/fix-pandas-version/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	fix-permissions__summarization-partial__r2	fix-permissions	summarization-partial	2	2026-09-05T19:10:37.960013-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/fix-permissions/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	git-workflow-hack__summarization-partial__r2	git-workflow-hack	summarization-partial	2	2026-09-05T19:53:58.425539-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/git-workflow-hack/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	gpt2-codegolf__summarization-partial__r2	gpt2-codegolf	summarization-partial	2	2026-09-05T19:17:58.598288-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/gpt2-codegolf/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	heterogeneous-dates__summarization-partial__r2	heterogeneous-dates	summarization-partial	2	2026-09-06T00:56:42.158315-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/heterogeneous-dates/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	hf-model-inference__summarization-partial__r2	hf-model-inference	summarization-partial	2	2026-09-05T19:24:25.445620-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/hf-model-inference/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	incompatible-python-fasttext__summarization-partial__r2	incompatible-python-fasttext	summarization-partial	2	2026-09-05T19:04:05.965499-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/incompatible-python-fasttext/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	intrusion-detection__summarization-partial__r2	intrusion-detection	summarization-partial	2	2026-09-05T19:51:26.401988-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/intrusion-detection/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	modernize-fortran-build__summarization-partial__r2	modernize-fortran-build	summarization-partial	2	2026-09-05T19:37:17.216842-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/modernize-fortran-build/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	new-encrypt-command__summarization-partial__r2	new-encrypt-command	summarization-partial	2	2026-09-05T19:49:20.046623-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/new-encrypt-command/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	password-recovery__summarization-partial__r2	password-recovery	summarization-partial	2	2026-09-05T20:00:27.073000-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/password-recovery/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	path-tracing-reverse__summarization-partial__r2	path-tracing-reverse	summarization-partial	2	2026-09-05T19:06:50.270967-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/path-tracing-reverse/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	processing-pipeline__summarization-partial__r2	processing-pipeline	summarization-partial	2	2026-09-05T19:36:28.176577-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/processing-pipeline/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	prove-plus-comm__summarization-partial__r2	prove-plus-comm	summarization-partial	2	2026-09-05T19:04:05.969893-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/prove-plus-comm/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	pytorch-model-cli.hard__summarization-partial__r2	pytorch-model-cli.hard	summarization-partial	2	2026-09-05T19:10:37.210822-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/pytorch-model-cli.hard/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	qemu-alpine-ssh__summarization-partial__r2	qemu-alpine-ssh	summarization-partial	2	2026-09-05T19:19:38.022389-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/qemu-alpine-ssh/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	qemu-startup__summarization-partial__r2	qemu-startup	summarization-partial	2	2026-09-05T20:06:54.431440-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/qemu-startup/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	raman-fitting.easy__summarization-partial__r2	raman-fitting.easy	summarization-partial	2	2026-09-05T19:04:05.961187-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/raman-fitting.easy/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	sanitize-git-repo__summarization-partial__r2	sanitize-git-repo	summarization-partial	2	2026-09-05T19:30:03.984447-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/sanitize-git-repo/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	sanitize-git-repo.hard__summarization-partial__r2	sanitize-git-repo.hard	summarization-partial	2	2026-09-05T20:14:59.152156-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/sanitize-git-repo.hard/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	solana-data__summarization-partial__r2	solana-data	summarization-partial	2	2026-09-05T19:11:21.687855-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/solana-data/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	sqlite-with-gcov__summarization-partial__r2	sqlite-with-gcov	summarization-partial	2	2026-09-05T19:13:15.155386-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/sqlite-with-gcov/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	super-benchmark-upet__summarization-partial__r2	super-benchmark-upet	summarization-partial	2	2026-09-05T19:48:26.334440-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/super-benchmark-upet/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	swe-bench-astropy-2__summarization-partial__r2	swe-bench-astropy-2	summarization-partial	2	2026-09-05T20:04:21.677868-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/swe-bench-astropy-2/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	swe-bench-fsspec__summarization-partial__r2	swe-bench-fsspec	summarization-partial	2	2026-09-05T19:30:51.476326-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/swe-bench-fsspec/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	tmux-advanced-workflow__summarization-partial__r2	tmux-advanced-workflow	summarization-partial	2	2026-09-05T19:04:05.914141-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/tmux-advanced-workflow/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	write-compressor__summarization-partial__r2	write-compressor	summarization-partial	2	2026-09-05T19:57:55.938524-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/write-compressor/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	blind-maze-explorer-5x5__summarization-partial__r3	blind-maze-explorer-5x5	summarization-partial	3	2026-09-06T05:16:29.117293-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/blind-maze-explorer-5x5/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	blind-maze-explorer-algorithm__summarization-partial__r3	blind-maze-explorer-algorithm	summarization-partial	3	2026-09-06T02:40:06.669040-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/blind-maze-explorer-algorithm/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	cartpole-rl-training__summarization-partial__r3	cartpole-rl-training	summarization-partial	3	2026-09-06T05:16:29.124956-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/cartpole-rl-training/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	count-dataset-tokens__summarization-partial__r3	count-dataset-tokens	summarization-partial	3	2026-09-06T02:10:51.355667-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/count-dataset-tokens/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	crack-7z-hash.hard__summarization-partial__r3	crack-7z-hash.hard	summarization-partial	3	2026-09-06T03:01:53.741149-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/crack-7z-hash.hard/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	csv-to-parquet__summarization-partial__r3	csv-to-parquet	summarization-partial	3	2026-09-06T02:32:22.752329-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/csv-to-parquet/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	decommissioning-service-with-sensitive-data__summarization-partial__r3	decommissioning-service-with-sensitive-data	summarization-partial	3	2026-09-06T03:15:52.106996-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/decommissioning-service-with-sensitive-data/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	download-youtube__summarization-partial__r3	download-youtube	summarization-partial	3	2026-09-06T03:08:16.420659-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/download-youtube/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	eval-mteb__summarization-partial__r3	eval-mteb	summarization-partial	3	2026-09-06T02:23:34.823169-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/eval-mteb/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	eval-mteb.hard__summarization-partial__r3	eval-mteb.hard	summarization-partial	3	2026-09-06T03:14:39.608979-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/eval-mteb.hard/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	extract-moves-from-video__summarization-partial__r3	extract-moves-from-video	summarization-partial	3	2026-09-06T02:43:45.900853-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/extract-moves-from-video/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	fibonacci-server__summarization-partial__r3	fibonacci-server	summarization-partial	3	2026-09-06T02:18:08.695008-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/fibonacci-server/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	fix-git__summarization-partial__r3	fix-git	summarization-partial	3	2026-09-06T02:55:31.284858-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/fix-git/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	fix-pandas-version__summarization-partial__r3	fix-pandas-version	summarization-partial	3	2026-09-06T02:27:39.659303-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/fix-pandas-version/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	fix-permissions__summarization-partial__r3	fix-permissions	summarization-partial	3	2026-09-06T02:14:42.666171-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/fix-permissions/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	git-workflow-hack__summarization-partial__r3	git-workflow-hack	summarization-partial	3	2026-09-06T02:53:56.685305-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/git-workflow-hack/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	gpt2-codegolf__summarization-partial__r3	gpt2-codegolf	summarization-partial	3	2026-09-06T02:21:15.385072-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/gpt2-codegolf/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	heterogeneous-dates__summarization-partial__r3	heterogeneous-dates	summarization-partial	3	2026-09-06T05:16:29.140187-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/heterogeneous-dates/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	hf-model-inference__summarization-partial__r3	hf-model-inference	summarization-partial	3	2026-09-06T02:24:34.428020-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/hf-model-inference/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	incompatible-python-fasttext__summarization-partial__r3	incompatible-python-fasttext	summarization-partial	3	2026-09-06T02:04:17.314409-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/incompatible-python-fasttext/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	intrusion-detection__summarization-partial__r3	intrusion-detection	summarization-partial	3	2026-09-06T02:52:47.768951-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/intrusion-detection/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	modernize-fortran-build__summarization-partial__r3	modernize-fortran-build	summarization-partial	3	2026-09-06T02:38:47.868176-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/modernize-fortran-build/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	new-encrypt-command__summarization-partial__r3	new-encrypt-command	summarization-partial	3	2026-09-06T02:51:32.025406-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/new-encrypt-command/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	password-recovery__summarization-partial__r3	password-recovery	summarization-partial	3	2026-09-06T03:00:21.787743-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/password-recovery/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	path-tracing-reverse__summarization-partial__r3	path-tracing-reverse	summarization-partial	3	2026-09-06T02:10:50.624028-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/path-tracing-reverse/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	processing-pipeline__summarization-partial__r3	processing-pipeline	summarization-partial	3	2026-09-06T02:37:20.585367-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/processing-pipeline/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	prove-plus-comm__summarization-partial__r3	prove-plus-comm	summarization-partial	3	2026-09-06T02:04:17.318764-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/prove-plus-comm/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	pytorch-model-cli.hard__summarization-partial__r3	pytorch-model-cli.hard	summarization-partial	3	2026-09-06T02:10:52.544509-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/pytorch-model-cli.hard/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	qemu-alpine-ssh__summarization-partial__r3	qemu-alpine-ssh	summarization-partial	3	2026-09-06T02:21:57.508989-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/qemu-alpine-ssh/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	qemu-startup__summarization-partial__r3	qemu-startup	summarization-partial	3	2026-09-06T03:06:47.161220-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/qemu-startup/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	raman-fitting.easy__summarization-partial__r3	raman-fitting.easy	summarization-partial	3	2026-09-06T02:04:17.310165-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/raman-fitting.easy/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	sanitize-git-repo__summarization-partial__r3	sanitize-git-repo	summarization-partial	3	2026-09-06T02:30:57.732955-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/sanitize-git-repo/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	sanitize-git-repo.hard__summarization-partial__r3	sanitize-git-repo.hard	summarization-partial	3	2026-09-06T03:09:29.436294-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/sanitize-git-repo.hard/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	solana-data__summarization-partial__r3	solana-data	summarization-partial	3	2026-09-06T02:15:26.250030-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/solana-data/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	sqlite-with-gcov__summarization-partial__r3	sqlite-with-gcov	summarization-partial	3	2026-09-06T02:17:16.276595-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/sqlite-with-gcov/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	super-benchmark-upet__summarization-partial__r3	super-benchmark-upet	summarization-partial	3	2026-09-06T02:50:10.703222-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/super-benchmark-upet/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	swe-bench-astropy-2__summarization-partial__r3	swe-bench-astropy-2	summarization-partial	3	2026-09-06T03:05:39.463297-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/swe-bench-astropy-2/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	swe-bench-fsspec__summarization-partial__r3	swe-bench-fsspec	summarization-partial	3	2026-09-06T02:33:59.580284-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/swe-bench-fsspec/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	tmux-advanced-workflow__summarization-partial__r3	tmux-advanced-workflow	summarization-partial	3	2026-09-06T02:04:17.266984-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/tmux-advanced-workflow/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
d05__b3k__su-partial	write-compressor__summarization-partial__r3	write-compressor	summarization-partial	3	2026-09-06T02:59:14.083028-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/write-compressor/summarization-partial/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r3-1788678255724
