task,run,model,section,primitive,condition,cell,budget,depth,difficulty,cohorts,cause,cause_label,cause_detail,resolved,failure_mode,exit_status,exit_status_source,harness_returncode,ctx_error_in_log,model_ctx_window,step_count,max_step_prompt_tokens,total_tokens,latency_e2e_s,latency_llm_s,patch_generated,compression_events,seeded_from,run_dir
sympy__sympy-13878,1,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,>4 hours,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,14630,1195186,826.93,620.075,False,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-13878/summarization/run_1
sympy__sympy-13878,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,>4 hours,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,13811,530128,919.95,260.051,False,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-13878/summarization/run_2
sympy__sympy-13878,3,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,>4 hours,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,14508,1166858,636.79,529.081,False,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-13878/summarization/run_3
sympy__sympy-14248,1,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,99,13785,754446,892.84,713.085,True,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-14248/summarization/run_1
sympy__sympy-14248,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,1-4 hours,p100;new70,step_limit,125 step limit (LimitsExceeded),,False,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,15201,1163906,731.52,643.229,False,4,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-14248/summarization/run_2
sympy__sympy-14248,3,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,114,15244,938689,1072.47,863.125,True,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-14248/summarization/run_3
sympy__sympy-14531,1,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,14930,1137606,802.57,631.384,False,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-14531/summarization/run_1
sympy__sympy-14711,1,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,13713,1061953,1073.56,850.424,False,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-14711/summarization/run_1
sympy__sympy-14711,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,121,14765,1013521,1416.07,745.451,True,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-14711/summarization/run_2
sympy__sympy-15017,1,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,70,14548,569925,293.27,273.634,True,1,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-15017/summarization/run_1
sympy__sympy-15017,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,31,13226,278298,170.75,156.795,True,0,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-15017/summarization/run_2
sympy__sympy-15017,3,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,93,13559,745480,727.25,490.777,True,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-15017/summarization/run_3
sympy__sympy-15345,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,79,14373,664235,609.4,316.315,True,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-15345/summarization/run_2
sympy__sympy-15875,1,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,50,12534,363126,1005.27,643.501,True,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-15875/summarization/run_1
sympy__sympy-15875,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,91,13091,697180,1500.01,1019.733,False,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-15875/summarization/run_2
sympy__sympy-15875,3,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,61,11536,407898,1256.24,612.57,True,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-15875/summarization/run_3
sympy__sympy-17139,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,27,14969,264296,106.84,89.572,True,0,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-17139/summarization/run_2
sympy__sympy-17139,3,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,105,13903,799784,923.21,710.239,True,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-17139/summarization/run_3
sympy__sympy-17318,1,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,116,15751,1083083,859.07,612.701,True,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-17318/summarization/run_1
sympy__sympy-17318,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,34,13978,281001,223.82,207.976,True,1,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-17318/summarization/run_2
sympy__sympy-17318,3,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,99,14741,958183,864.22,649.414,True,4,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-17318/summarization/run_3
sympy__sympy-17630,1,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,1-4 hours,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,34,14388,311327,192.76,157.337,True,1,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-17630/summarization/run_1
sympy__sympy-17630,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,1-4 hours,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,71,14407,708087,598.11,490.874,True,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-17630/summarization/run_2
sympy__sympy-17630,3,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,1-4 hours,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,54,13936,482056,682.08,397.02,True,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-17630/summarization/run_3
sympy__sympy-18189,3,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,106,15018,1060293,1500.01,1013.171,False,6,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-18189/summarization/run_3
sympy__sympy-18199,1,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,39,15051,273563,277.94,240.117,True,1,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-18199/summarization/run_1
sympy__sympy-18199,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,48,13458,407352,382.16,338.193,True,1,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-18199/summarization/run_2
sympy__sympy-18199,3,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,35,13979,274983,414.96,352.814,True,1,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-18199/summarization/run_3
sympy__sympy-18211,1,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,55,13913,488693,480.31,297.169,True,1,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-18211/summarization/run_1
sympy__sympy-18211,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,15683,1231758,712.72,496.598,False,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-18211/summarization/run_2
sympy__sympy-19040,1,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,14801,1163878,1059.32,766.695,False,5,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-19040/summarization/run_1
sympy__sympy-19040,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,15 min - 1 hour,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,101,15252,953677,1500.02,903.489,False,4,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-19040/summarization/run_2
sympy__sympy-19040,3,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,15 min - 1 hour,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,101,17335,934343,1500.01,583.886,False,4,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-19040/summarization/run_3
sympy__sympy-19637,1,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,18,7606,89918,96.21,88.133,True,0,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-19637/summarization/run_1
sympy__sympy-19637,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,27,8692,155279,114.32,105.705,True,0,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-19637/summarization/run_2
sympy__sympy-20438,1,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,14398,1102186,947.7,756.249,False,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-20438/summarization/run_1
sympy__sympy-20438,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,75,14161,682520,533.11,472.235,True,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-20438/summarization/run_2
sympy__sympy-20438,3,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,13938,1129121,954.51,753.762,False,4,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-20438/summarization/run_3
sympy__sympy-20916,1,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,14998,1229073,1279.55,868.257,False,4,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-20916/summarization/run_1
sympy__sympy-20916,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,54,14359,460003,1500.01,813.117,False,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-20916/summarization/run_2
sympy__sympy-20916,3,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,35,13951,265207,305.47,259.606,True,1,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-20916/summarization/run_3
sympy__sympy-22456,2,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,12749,412133,370.9,82.046,False,1,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-22456/summarization/run_2
sympy__sympy-22456,3,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,15 min - 1 hour,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,80,13981,674543,1500.01,496.846,False,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-22456/summarization/run_3
sympy__sympy-24066,1,qwen35b,main,su-full,summarization,d05__b15k__su-full,15000,0.5,15 min - 1 hour,p100;abl30,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,82,13386,801383,1500.01,977.774,False,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-full/sympy__sympy-24066/summarization/run_1
django__django-11087,1,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,47,14145,496957,592.97,349.335,True,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-11087/summarization-partial/run_1
django__django-11087,2,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,57,14010,558816,711.08,398.781,True,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-11087/summarization-partial/run_2
django__django-11087,3,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,101,15238,1167644,1500.01,780.04,False,6,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-11087/summarization-partial/run_3
django__django-11095,1,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,False,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,14247,969485,953.42,630.668,False,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-11095/summarization-partial/run_1
django__django-11299,1,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,<15 min fix,p100;abl30;abl25,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,14758,1256630,1284.76,666.172,False,6,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-11299/summarization-partial/run_1
django__django-11299,3,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,<15 min fix,p100;abl30;abl25,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,15193,1163926,1140.95,782.768,False,5,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-11299/summarization-partial/run_3
django__django-11433,1,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,<15 min fix,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,70,14140,496766,1500.01,486.749,False,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-11433/summarization-partial/run_1
django__django-11433,2,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,<15 min fix,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,96,13896,766360,1500.01,674.451,False,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-11433/summarization-partial/run_2
django__django-11433,3,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,<15 min fix,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,56,12817,385219,1500.01,317.93,False,1,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-11433/summarization-partial/run_3
django__django-11477,1,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,15597,1314951,1273.63,651.679,False,7,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-11477/summarization-partial/run_1
django__django-11477,2,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,15543,1407755,837.83,573.937,False,4,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-11477/summarization-partial/run_2
django__django-11477,3,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,15679,1407999,1195.51,664.312,False,6,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-11477/summarization-partial/run_3
django__django-11734,1,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,16091,1451921,918.46,532.165,False,6,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-11734/summarization-partial/run_1
django__django-11734,2,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,16238,1273673,1061.64,696.046,False,7,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-11734/summarization-partial/run_2
django__django-11734,3,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,15356,1346082,913.42,651.183,False,5,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-11734/summarization-partial/run_3
django__django-12273,1,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;abl30;abl25,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,36,14427,279533,1500.02,589.43,False,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-12273/summarization-partial/run_1
django__django-12273,2,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;abl30;abl25,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,62,14654,609142,1500.01,587.212,False,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-12273/summarization-partial/run_2
django__django-12273,3,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;abl30;abl25,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,48,14634,325238,1500.0,282.929,False,1,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-12273/summarization-partial/run_3
django__django-12304,2,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,31,13118,242682,312.83,292.884,True,1,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-12304/summarization-partial/run_2
django__django-12325,1,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,94,15827,758071,834.07,498.691,True,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-12325/summarization-partial/run_1
django__django-12325,2,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,41,13850,348352,375.03,273.85,True,1,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-12325/summarization-partial/run_2
django__django-12325,3,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,1-4 hours,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,15165,1282294,1472.13,807.168,False,6,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-12325/summarization-partial/run_3
django__django-12663,1,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,28,13825,259289,294.15,168.196,True,1,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-12663/summarization-partial/run_1
django__django-12663,2,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,14666,1251780,834.09,685.265,False,4,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-12663/summarization-partial/run_2
django__django-12663,3,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,77,14003,643811,804.0,517.304,True,2,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-12663/summarization-partial/run_3
django__django-13809,1,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,19,15019,175508,189.27,160.351,True,1,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-13809/summarization-partial/run_1
django__django-13964,1,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,104,14974,981637,816.77,592.145,True,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-13964/summarization-partial/run_1
django__django-13964,2,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,54,14470,474369,714.71,566.594,True,3,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-13964/summarization-partial/run_2
django__django-13964,3,qwen35b,main,su-partial,summarization-partial,d05__b15k__su-partial,15000,0.5,15 min - 1 hour,p100;abl30;abl25,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,94,15697,928243,1500.0,621.564,False,5,,ICLR_results/swebench/main/qwen35b/d05__b15k__su-partial/django__django-13964/summarization-partial/run_3
